Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Url,SerializedViewModel,Mean,Error,StdDev,Median,Min,Op/s,ETW log file,ProcessRequest,WriteHtmlResponse,BuildView,BindableObject.GetValue,Lifecycle events,Deserialize,ResolveCommand,Serialize,Gen 0,Gen 1,Gen 2,Allocated
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/DateTimeValidation,vXzrz1PgSxXmwAz_1130783406,874.1040 us,4.1081 us,3.6418 us,873.7082 us,867.0935 us,1144.03,-,100%,0%,3.78477%,0.9005929%,2.108983%,6.760146%,3.385773%,57.42134%,-,-,-,0.08 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/DateTimeValidation,?,858.5231 us,6.8671 us,6.4235 us,858.7904 us,850.0406 us,1164.79,-,100%,31.00793%,3.551316%,1.689461%,2.792783%,0%,0%,57.94736%,-,-,-,0.1 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/DynamicValidation,vJiXSCacY5QXXFBs_1839675978,543.2811 us,6.7728 us,6.0039 us,541.8337 us,534.4437 us,1840.67,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/DynamicValidation,?,568.7559 us,2.3898 us,2.1185 us,568.2532 us,566.1994 us,1758.22,-,67.36418%,44.93111%,6.979465%,2.963348%,3.652196%,0%,0%,6.472576%,-,-,-,0.1 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/NestedValidation,otY5ZPIzoYDTdobr_39726963,604.9812 us,7.1222 us,6.3137 us,604.8718 us,594.8246 us,1652.94,-,70.87952%,0%,6.084635%,1.504976%,1.634436%,6.772392%,4.539202%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/NestedValidation,?,625.2606 us,4.8629 us,4.5488 us,624.4853 us,618.2024 us,1599.33,-,71.95714%,44.92334%,6.49249%,2.784731%,3.33229%,0%,0%,12.84418%,-,-,-,0.11 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/NullValidationTarget,NiP5DvyXSjQMoha2_-1551046091,647.3924 us,12.6256 us,14.0333 us,642.7161 us,633.2765 us,1544.66,-,68.44618%,0%,5.138%,1.585331%,1.203323%,7.248591%,5.777863%,0%,-,-,-,0.07 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/NullValidationTarget,NiP5DvyXSjQMoha2_-1560054681,638.1912 us,9.8578 us,8.7387 us,635.6993 us,626.9365 us,1566.93,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/NullValidationTarget,NiP5DvyXSjQMoha2_-219093580,630.9296 us,10.6918 us,8.9282 us,626.9118 us,622.1711 us,1584.96,-,57.88725%,0%,4.262095%,1.260333%,0.9350861%,6.742105%,5.176853%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/NullValidationTarget,?,658.5635 us,4.8483 us,4.5351 us,657.8660 us,653.1013 us,1518.46,-,68.29731%,40.25303%,5.081708%,2.129678%,2.477596%,0%,0%,16.35213%,-,-,-,0.12 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/RegexValidation,63FmH8TOWAFCF4j_1813632296,563.6236 us,4.8707 us,4.3177 us,562.8460 us,556.9241 us,1774.23,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/RegexValidation,?,558.8178 us,4.3764 us,3.8796 us,558.1410 us,553.6948 us,1789.49,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.09 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/SimpleValidation,5dms11KPKHeKbeGi_541794376,754.4710 us,11.2547 us,10.5277 us,750.3069 us,743.7612 us,1325.43,-,73.15709%,0%,5.007626%,2.431791%,9.540756%,11.85392%,5.770208%,0%,-,-,-,0.1 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/SimpleValidation,?,855.9274 us,5.8372 us,5.4601 us,855.7534 us,847.9165 us,1168.32,-,76.97035%,40.84378%,4.509592%,4.335188%,17.2577%,0%,0%,11.94253%,-,-,-,0.19 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationRulesLoadOnPostback,BdnkZZOrFuAntV5o_1281417279,603.6048 us,4.6930 us,4.1603 us,604.9729 us,594.1227 us,1656.71,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationRulesLoadOnPostback,?,615.3649 us,3.9849 us,3.7275 us,615.1673 us,609.4195 us,1625.05,-,59.10271%,38.81936%,6.292799%,2.715466%,3.636364%,0%,0%,6.09209%,-,-,-,0.1 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationScopes,cFjGn4TtiDpfcaE_-1626072783,663.1399 us,13.1945 us,14.6656 us,658.0918 us,646.2750 us,1507.98,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationScopes,?,629.2457 us,4.8885 us,4.5727 us,627.0607 us,624.3406 us,1589.2,-,100%,55.79265%,6.075949%,2.459313%,2.941531%,0%,0%,24.6534%,-,-,-,0.1 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationScopes2,DvpwtND6s8Hbpyk_2062125608,605.8816 us,7.2499 us,6.0540 us,605.3620 us,599.6652 us,1650.49,-,68.23107%,0%,3.92117%,1.225789%,0.8126777%,7.835568%,4.354599%,0%,-,-,-,0.06 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationScopes2,r6HP5Ubu5sL2ZpHT_1667079888,611.7388 us,10.8677 us,10.1656 us,609.3393 us,602.6786 us,1634.68,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ValidationScopes2,?,627.6329 us,4.0405 us,3.7795 us,627.1664 us,622.0200 us,1593.29,-,68.75685%,43.0964%,4.486094%,2.402552%,3.499152%,0%,0%,13.04955%,-,-,-,0.11 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/ViewModelDeserialization/DoesNotDropObject,pdASZmeAy6me7MGJ_-1932238380,593.5386 us,5.7579 us,5.3859 us,596.4267 us,582.6629 us,1684.81,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/ViewModelDeserialization/DoesNotDropObject,?,580.1006 us,4.2809 us,3.7949 us,579.0170 us,574.0083 us,1723.84,-,58.00232%,36.68488%,4.642503%,1.895068%,3.301887%,0%,0%,8.134724%,-,-,-,0.08 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/ViewModelProtection/ViewModelProtection,nF2L2IfeSv28sV3D_-1894629485,"1,008.0853 us",7.4563 us,6.9747 us,"1,008.3392 us",996.7381 us,991.98,-,75.32339%,0%,3.653163%,2.473348%,14.8543%,17.55508%,4.136461%,14.69794%,-,-,-,0.17 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/ViewModelProtection/ViewModelProtection,?,888.7716 us,5.9570 us,5.5721 us,889.0217 us,879.7332 us,1125.15,-,73.23621%,34.09613%,4.101671%,3.777021%,16.55713%,0%,0%,15.72571%,-,-,-,0.18 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/Home/Index,?,"40,336.8274 us",412.3717 us,344.3490 us,"40,296.1370 us","39,820.9878 us",24.79,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,1.7 MB
